iter	AUC	Logloss
113	0.8603114225	0.3999218754
114	0.8604457737	0.3997356531
115	0.860540746	0.3995573596
116	0.8608106066	0.3992754731
117	0.860926137	0.3991066757
118	0.8609646471	0.3990596642
119	0.8611479322	0.398775634
120	0.8611432994	0.3987660338
121	0.8611369293	0.3987581357
122	0.8612547761	0.3985821184
123	0.8613197801	0.398499817
124	0.8614922071	0.3982794411
125	0.8617189246	0.3980187915
126	0.8617362976	0.3979568581
127	0.8618304014	0.3977918979
128	0.8618315596	0.3977905801
129	0.8620015253	0.3976068338
130	0.8622609621	0.3973021809
131	0.862304105	0.3971906349
132	0.8623675164	0.3970986379
133	0.8626654633	0.3967174945
134	0.8627720177	0.3965374917
135	0.862820083	0.3964500407
136	0.8628551185	0.3963782057
137	0.8629799145	0.3961844232
138	0.8629825205	0.3961823659
139	0.8630615676	0.3960462177
140	0.8630653317	0.3960441202
141	0.8632772823	0.3958009584
142	0.863362989	0.3956831635
143	0.8633569085	0.395669956
144	0.8635116729	0.3954469248
145	0.8636741104	0.3952703338
146	0.8636906148	0.3952519008
147	0.8637292697	0.3951893773
148	0.8637324547	0.3951750074
149	0.8637608306	0.3951264303
150	0.8637611202	0.3951263805
151	0.8638911281	0.3949497823
152	0.8639003937	0.3949426531
153	0.8639003937	0.3949426521
154	0.8639467217	0.3949120794
155	0.8639455635	0.3948890936
156	0.8639455635	0.3948890903
157	0.8639811781	0.3948739524
158	0.8639768348	0.3948475559
159	0.8641509991	0.394614052
160	0.8644333103	0.3942431627
161	0.8645149634	0.3941163221
162	0.8646701621	0.3939220102
163	0.8647984327	0.3937256842
164	0.8649976431	0.3934743798
165	0.8650619231	0.3933662239
166	0.8650619231	0.3933662233
167	0.8650882722	0.3933429348
168	0.8650975378	0.3933150681
169	0.8651577642	0.3932310546
170	0.8651641343	0.3931883554
171	0.8651922206	0.3931706999
172	0.8652356531	0.3930689496
173	0.8652976168	0.3930205468
174	0.8652976168	0.3930205453
175	0.8653257031	0.3929933843
176	0.865330915	0.3929849161
177	0.8653332314	0.3929809907
178	0.8653662401	0.3929258531
179	0.8654302306	0.3927977075
180	0.8654229919	0.3927919857
181	0.8654927734	0.3927106939
182	0.8657674115	0.3924020721
183	0.8657873904	0.392377625
184	0.8658552899	0.3922785558
185	0.8658587645	0.3922549749
186	0.8658686092	0.3922471057
187	0.865888009	0.3922305181
188	0.8659479459	0.3921059123
189	0.8659572115	0.3921026046
190	0.8660643449	0.3919787911
191	0.8660652136	0.3919784524
192	0.8660828761	0.3919482617
193	0.8662024602	0.3917720737
194	0.8662015916	0.3917719142
195	0.8663680828	0.391596815
196	0.8664946161	0.3914163836
197	0.8664986698	0.3914115569
198	0.8665209652	0.3913594868
199	0.8665560007	0.3913166727
200	0.8665719259	0.3912964697
201	0.8666585014	0.3912126313
202	0.8666570536	0.3912121686
203	0.8666599491	0.3912082505
204	0.8666434448	0.3911936629
205	0.8666437343	0.3911323537
206	0.8666437343	0.3911323519
207	0.8666469194	0.3911247566
208	0.8667789541	0.3909842443
209	0.8668079091	0.390933549
210	0.866908962	0.3908127413
211	0.8669639765	0.3907510807
212	0.8670218865	0.3906704326
213	0.8670239133	0.3906660779
214	0.8670270984	0.390656253
215	0.867062713	0.3906147236
216	0.8671547899	0.3904890615
217	0.8671614496	0.390482232
218	0.8672037238	0.3903551932
219	0.8672071984	0.3903297141
220	0.8672717681	0.3902580435
221	0.8672784277	0.3902469295
222	0.8673522629	0.3901362298
223	0.8673719523	0.3901101951
224	0.8673930895	0.3900720428
225	0.8674621471	0.3900134993
226	0.8675904178	0.3898800837
227	0.8677172406	0.3897187517
228	0.8677181093	0.3897184797
229	0.8678449321	0.389554183
230	0.8678940108	0.3895089404
231	0.8678940108	0.3895088894
232	0.867938312	0.3894648751
233	0.8679745057	0.3894276174
234	0.8680092517	0.3893944888
235	0.8680633975	0.3892380335
236	0.8683514997	0.3888677345
237	0.8684774539	0.3887040517
238	0.8686416287	0.3885031636
239	0.8687203863	0.3884011398
240	0.8687377593	0.3883833569
241	0.8688538688	0.3882655082
242	0.8688648717	0.3882604367
243	0.8688628448	0.3882588861
244	0.8689851797	0.3881050919
245	0.8689851797	0.3881050906
246	0.8690181884	0.3880682188
247	0.8690593045	0.3879942436
248	0.8693479857	0.3876359478
249	0.8694551192	0.3874857838
250	0.8694611997	0.3874812983
251	0.8694719131	0.3874734004
252	0.8697565406	0.3871819286
253	0.8697658062	0.3871719636
254	0.8697814419	0.387141761
255	0.8698570145	0.3869922353
256	0.8698642532	0.3869761726
257	0.8701193467	0.3866880326
258	0.8701468539	0.3866552199
259	0.8701488808	0.3866515742
260	0.87024588	0.3865208891
261	0.8702484859	0.386518238
262	0.8702508023	0.3865167584
263	0.870266438	0.3864994151
264	0.8703715447	0.3863636316
265	0.8704565276	0.3862931571
266	0.8704608708	0.386288707
267	0.8705923265	0.3861470865
268	0.8706290993	0.3860632034
269	0.8706427081	0.3860541632
270	0.8706707945	0.3860247265
271	0.8706806392	0.3859964178
272	0.870676875	0.3859961653
273	0.8707043823	0.3859646459
274	0.8707602654	0.3858687385
275	0.8708118053	0.3858195589
276	0.8708523423	0.3857746415
277	0.8708821659	0.3857590895
278	0.8709380491	0.385701003
279	0.8710501049	0.3855384873
280	0.8711091731	0.3854708805
281	0.8712374437	0.385309723
282	0.871282903	0.3852651498
283	0.8714797969	0.3850120361
284	0.8715461039	0.3848996259
285	0.8716054616	0.3848138171
286	0.871700434	0.3846792429
287	0.8717007235	0.3846791787
288	0.8717180965	0.3846506775
289	0.8717398128	0.3846262052
290	0.871802066	0.3845006132
291	0.8719257038	0.3843559765
292	0.8719662408	0.384312885
293	0.8720140165	0.3842424637
294	0.8720394969	0.3842084742
295	0.8721020397	0.3841513418
296	0.8723197812	0.3838369336
297	0.8725259408	0.383569789
298	0.8726029611	0.3834860015
299	0.8726359697	0.3834532725
300	0.8726600024	0.3834274788
301	0.8727625031	0.3833166946
302	0.8727795865	0.3832995426
303	0.8728540008	0.3832054224
304	0.872921466	0.3831326297
305	0.8729620029	0.3830498033
306	0.8729634507	0.383046667
307	0.8729773491	0.3830315263
308	0.873220571	0.3827279619
309	0.8732680572	0.3826812711
310	0.8734096471	0.3824999478
311	0.8735344431	0.3823206974
312	0.8735547116	0.3822909297
313	0.873823993	0.3819631286
314	0.8738552644	0.3819300261
315	0.8739806395	0.3817923685
316	0.8741624769	0.3816029536
317	0.8741613187	0.3816008783
318	0.8743839826	0.3812988065
319	0.8744708475	0.3812147102
320	0.874493722	0.3811566249
321	0.8745096472	0.3811287982
322	0.8745209397	0.3811100913
323	0.8745591603	0.3810511775
324	0.8746799026	0.3809197591
325	0.8748165701	0.380768757
326	0.8748458147	0.3807173111
327	0.8748947486	0.3806730161
328	0.8751226244	0.3804268237
329	0.8751336273	0.3804162743
330	0.875140866	0.380410035
331	0.8752899842	0.3802564699
332	0.8754564754	0.3800745088
333	0.8754648724	0.3800619916
334	0.8754779021	0.3800496434
335	0.8756273099	0.3799060334
336	0.875810595	0.3796404278
337	0.875827968	0.3796208751
338	0.8758725587	0.3795496164
339	0.8760900106	0.3793418762
340	0.8762130694	0.379183151
341	0.8762365229	0.379158423
342	0.8763135432	0.3790447267
343	0.8764154647	0.3789339015
344	0.8765518428	0.37875261
345	0.8766028035	0.3786979842
346	0.8766236511	0.3786723398
347	0.8767177549	0.3785485015
348	0.876718334	0.3785402417
349	0.87675945	0.3785027939
350	0.8767655306	0.3784921556
351	0.8767785603	0.378466642
352	0.876902922	0.3782914877
353	0.8769637275	0.378170913
354	0.8770954727	0.3779982888
355	0.8771024219	0.3779901926
356	0.8772610953	0.3778213172
357	0.8772804951	0.3777948331
358	0.8772969995	0.3777693219
359	0.8773143724	0.3777431617
360	0.8773589631	0.3776718509
361	0.87739313	0.3776326114
362	0.877395736	0.3776178984
363	0.8774698607	0.3775258496
364	0.8774918665	0.3775038976
365	0.8775987105	0.3774142712
366	0.8777281393	0.3772646441
367	0.8779371943	0.377012512
368	0.877938063	0.3770069417
369	0.8779629642	0.376978168
370	0.8780839961	0.3768795492
371	0.8781112138	0.3768415641
372	0.8781155571	0.3768302743
373	0.8781969206	0.3767419363
374	0.8783153465	0.3766240794
375	0.8783764415	0.3765325602
376	0.8784045279	0.3764890121
377	0.8784682288	0.376442139
378	0.8784798108	0.3764188698
379	0.8785128195	0.3763545541
380	0.8785148464	0.3763535552
381	0.8785322194	0.3763394041
382	0.8785591475	0.3762961101
383	0.8786613586	0.3761902941
384	0.8786804689	0.3761667173
385	0.8787557519	0.3760892954
386	0.8787618325	0.3760837178
387	0.878892709	0.3758395943
388	0.8790412481	0.3756637784
389	0.8790473287	0.3756565969
390	0.8790652808	0.375638465
391	0.8790878657	0.3756095024
392	0.8791454861	0.3755002249
393	0.87916228	0.3754779294
394	0.879188629	0.3754388356
395	0.8791964469	0.3754326127
396	0.8791935514	0.375411456
397	0.8793554098	0.3752351422
398	0.8794917878	0.3750928578
399	0.8795068444	0.3750740566
400	0.8795305875	0.3750539503
401	0.8795563574	0.3750243401
402	0.879559832	0.3750120057
403	0.8796136883	0.3749583725
404	0.8797028697	0.3748548873
405	0.8798256388	0.3747409988
406	0.8798603848	0.3746904338
407	0.8800051598	0.3744518919
408	0.8800355625	0.3743920152
409	0.8801146096	0.3743265983
410	0.8801496452	0.3742777799
411	0.8802217431	0.374207777
412	0.8802275341	0.3741857191
413	0.880229561	0.3741788887
414	0.8802440385	0.3741534003
415	0.8802900769	0.3741023196
416	0.880363333	0.3740297724
417	0.8804299295	0.3739614281
418	0.8804391951	0.3739506942
419	0.8804458547	0.3739404503
420	0.8804522248	0.3739344682
421	0.8804762575	0.3738581201
422	0.880505502	0.3738255435
423	0.8805535673	0.3737750679
424	0.8805587792	0.3737613437
425	0.8806572262	0.3736576983
426	0.8806711246	0.3736438987
427	0.8806945781	0.3736118662
428	0.8808384844	0.373447346
429	0.8809270867	0.3733409512
430	0.8809444597	0.3733057792
431	0.8810174263	0.373219512
432	0.8810437753	0.3731621089
433	0.8811008166	0.3731059994
434	0.8811407745	0.3730557008
435	0.8812846808	0.3728928459
436	0.8813339043	0.3728394861
437	0.8813541728	0.3727935923
438	0.88140745	0.3727426024
439	0.8814167156	0.37269914
440	0.881424823	0.3726844644
441	0.8814786793	0.372615988
442	0.8816576211	0.3724246716
443	0.8817372474	0.3723362645
444	0.8817537517	0.3723195518
445	0.881784444	0.3722634719
446	0.8817850231	0.372255949
447	0.8818105035	0.3722298588
448	0.8818771	0.372160841
449	0.8819688873	0.3720551681
450	0.8821049757	0.3719044423
451	0.8821796796	0.3718121343
452	0.8821967631	0.3717942906
453	0.8822071869	0.3717812689
454	0.8824202956	0.3714791179
455	0.8824758892	0.3714232465
456	0.8826924725	0.3711342346
457	0.8827179529	0.371109248
458	0.8830225594	0.3707372961
459	0.8830529622	0.3706936951
460	0.8830651232	0.370681476
461	0.8831687821	0.3705040195
462	0.8832738887	0.3704059867
463	0.8833917356	0.370273727
464	0.8834007116	0.3702517138
465	0.8834473291	0.3701925033
466	0.8835411433	0.3700986871
467	0.8836474081	0.3699725771
468	0.8836581215	0.36995228
469	0.8837305089	0.3698805161
470	0.8837487506	0.3698657771
471	0.8838802063	0.3697208297
472	0.8839664921	0.3696250382
473	0.8839829965	0.3695986919
474	0.8841118462	0.3694518195
475	0.8844254287	0.3690842124
476	0.8844378794	0.3690579447
477	0.8845175056	0.3689092552
478	0.8845554366	0.3688559006
479	0.884580917	0.3688159441
480	0.8845832334	0.3687949684
481	0.8846176899	0.3687703612
482	0.8846599642	0.368706024
483	0.8847320621	0.368626856
484	0.8847514619	0.3685928742
485	0.8848354314	0.3684749232
486	0.8850818384	0.3681734249
487	0.8851443812	0.3680959409
488	0.885154805	0.3680748849
489	0.8852552788	0.3679734995
490	0.8853131888	0.3678984777
491	0.885349093	0.3678471822
492	0.8853563317	0.3678256798
493	0.8853719674	0.3678049464
494	0.8855830493	0.3675780281
495	0.885592894	0.3675657303
496	0.8855975268	0.3675630681
497	0.885711899	0.3674295488
498	0.8857402749	0.3674089355
499	0.8858476979	0.3672357198
500	0.885871441	0.3671826227
501	0.8859032915	0.3671271786
502	0.8859334047	0.3670417012
503	0.8859855237	0.3669626506
504	0.8860350367	0.3669135907
505	0.8860816542	0.3668711405
506	0.8861247972	0.3668274339
507	0.8861543313	0.366789357
508	0.8862076084	0.3667242152
509	0.8864511199	0.3664437811
510	0.8865446445	0.3663030537
511	0.8866367214	0.3662154395
512	0.8867432758	0.3660913437
513	0.886747619	0.3660797889
514	0.8867771531	0.3660411095
515	0.8868770478	0.3659305549
516	0.8869083192	0.3658887378
517	0.8869943156	0.3657781183
518	0.8870658344	0.3656591201
519	0.8870834969	0.3656449585
520	0.8870936312	0.3656303139
521	0.8871194011	0.3655970738
522	0.8871637023	0.3655242007
523	0.8872100302	0.365483053
524	0.8872604119	0.3654385188
525	0.8873200592	0.3653893454
526	0.8873655185	0.3653284001
527	0.8874254554	0.3652513698
528	0.8875166636	0.365154597
529	0.8875609647	0.3651182755
530	0.8875763109	0.3651060813
531	0.8876113464	0.3650595992
532	0.8877141366	0.36497327
533	0.8877630706	0.3648969284
534	0.8878070822	0.3648539825
535	0.8879747316	0.3646639992
536	0.8879981851	0.3646463709
537	0.8880827337	0.3645344854
538	0.8881846552	0.3644076261
539	0.888255595	0.3643238399
540	0.8882596487	0.3643171087
541	0.8883169796	0.3642448015
542	0.8883635971	0.3642029117
543	0.88840674	0.3641408998
544	0.8884133997	0.3641336044
545	0.8884550949	0.3640923601
546	0.8885798909	0.3639773683
547	0.8886627021	0.3639050425
548	0.8886725468	0.363888977
549	0.8887709938	0.3637635971
550	0.8888454081	0.3636998588
551	0.8889122942	0.3636176843
552	0.8889192434	0.363610721
553	0.8889716519	0.3635379329
554	0.8889910517	0.3635063072
555	0.8890008964	0.3634796117
556	0.889059096	0.3634074942
557	0.8890687959	0.3634020019
558	0.889243684	0.3631924773
559	0.8892587406	0.3631755531
560	0.8892625048	0.3631667129
561	0.8892853792	0.3631466306
562	0.8893186775	0.3631123383
563	0.8894599778	0.3629784202
564	0.8894533182	0.3629202566
565	0.8894541868	0.3629191218
566	0.8894851687	0.3628997848
567	0.8895532129	0.3628208428
568	0.8895674008	0.3628044632
569	0.8895731918	0.3627921151
570	0.8899012519	0.3623955362
571	0.8899079115	0.3623909757
572	0.8899701648	0.3623217355
573	0.8901566349	0.3620962073
574	0.8902426312	0.3619813632
575	0.8902611624	0.3619629554
576	0.8903848003	0.361822768
577	0.8904291014	0.3617848266
578	0.8904322864	0.3617826672
579	0.8905032262	0.3616661785
580	0.8905101754	0.3616553484
581	0.8905787987	0.3615985734
582	0.8907085171	0.3614294792
583	0.8907533973	0.3613595704
584	0.8908657427	0.3611997013
585	0.8909291541	0.3611086623
586	0.8909311809	0.3610991455
587	0.8909384197	0.3610896859
588	0.8909636105	0.3610537399
589	0.8911535553	0.3608245438
590	0.8911949609	0.3607573899
591	0.891212913	0.3607299033
592	0.8912175458	0.3607285222
593	0.8912207308	0.3607185714
594	0.8912299964	0.3607087312
595	0.8912618469	0.3606890771
596	0.89128559	0.3606578347
597	0.8913765087	0.3605425656
598	0.8913718759	0.3605347547
599	0.8914804571	0.3604171609
600	0.8915470536	0.3603251782
601	0.8915985935	0.3602498973
602	0.8917685593	0.3600186831
603	0.8918612153	0.359915626
604	0.8919040686	0.3598435248
605	0.8919515548	0.3598009486
606	0.8919674801	0.3597830338
607	0.8920297333	0.3596893148
608	0.8920491331	0.3596655985
609	0.8920821418	0.3596121358
610	0.8921055954	0.3595891719
611	0.8921108073	0.3595801928
612	0.892204911	0.3594445041
613	0.8923230474	0.3593139141
614	0.8923450532	0.3592830246
615	0.8923670589	0.3592735191
616	0.8923826946	0.3592480909
617	0.8923971721	0.3592183625
618	0.8924889595	0.3590815467
619	0.892654582	0.3588684902
620	0.8927217576	0.3587769904
621	0.8927715602	0.3587288429
622	0.8929030158	0.3585678358
623	0.8929948032	0.3584496953
624	0.8930089911	0.3584409868
625	0.8931882225	0.358248603
626	0.8932105178	0.3582353
627	0.8932939082	0.3581455186
628	0.8933002783	0.3581165194
629	0.8933260483	0.3580951596
630	0.8933509495	0.3580709169
631	0.8934097282	0.3579943658
632	0.893437525	0.3579311833
633	0.8935568195	0.3577528329
634	0.8935675329	0.357727718
635	0.8935878014	0.3577114787
636	0.8936074908	0.3576924256
637	0.8938489754	0.3573846404
638	0.8938495545	0.357383407
639	0.8939485806	0.3572197677
640	0.8940296545	0.3571329196
641	0.8940403679	0.3571188285
642	0.8941877488	0.3569539611
643	0.8941926711	0.3569409004
644	0.8943383148	0.3567665896
645	0.8943582937	0.3567462012
646	0.8944301021	0.3566684064
647	0.8944555825	0.3566150743
648	0.894583274	0.3564738843
649	0.894606438	0.3564496774
650	0.8947225475	0.3563026947
651	0.894742816	0.3562796605
652	0.8948094125	0.3561935446
653	0.8948757194	0.3561212617
654	0.8949200205	0.3560597406
655	0.8950326554	0.3559139653
656	0.8950436583	0.3558988421
657	0.8950436583	0.3558906154
658	0.8950416315	0.3558873558
659	0.895050318	0.3558795774
660	0.8951006997	0.3558182926
661	0.8951959616	0.3556878653
662	0.8953071488	0.3555474441
663	0.8954603207	0.3553473028
664	0.8955364723	0.3552585871
665	0.895549502	0.3552350031
666	0.8955767197	0.3551784084
667	0.8956925397	0.3549813522
668	0.895691671	0.3549807164
669	0.8956971725	0.3549783895
670	0.8958109656	0.3548522933
671	0.8959534242	0.3547067033
672	0.8960035163	0.3546628797
673	0.8960093073	0.3546617885
674	0.8960472383	0.3545949336
675	0.8960964618	0.354506291
676	0.8961187572	0.3544788743
677	0.8963437374	0.3541781073
678	0.8963625582	0.3541667206
679	0.8964161249	0.354104259
680	0.8964685335	0.3540210697
681	0.8964809841	0.3539803459
682	0.8965110973	0.3539528038
683	0.8966219949	0.3538327524
684	0.8967853011	0.35359431
685	0.8968293126	0.3535158316
686	0.8969043061	0.3533934146
687	0.8969098075	0.3533875075
688	0.8969332611	0.3533736392
689	0.8970149141	0.3532789924
690	0.8970962777	0.353116172
691	0.8971032269	0.3531081882
692	0.8971032269	0.3531008829
693	0.8971084388	0.3530936625
694	0.8971116238	0.3530733855
695	0.8971177044	0.3530671092
696	0.8971289968	0.3530445776
697	0.8971397101	0.3530358933
698	0.8971646114	0.3530019273
699	0.8972016738	0.3529573066
